rule,conf_pca
"<dbo:owningCompany>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",7.7134e-05
"<dbo:rival>(a, b) <= <dbo:location>(a, f) & <dbo:state>(b, f)",7.8209e-05
"<dbo:alumni>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:location>(a, f)",7.9548e-05
"<dbo:subsidiary>(a, b) <= <dbo:foundationPlace>(b, f) & <dbo:location>(a, f)",7.959e-05
"<dbo:influencedBy>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",7.982e-05
"<dbo:owningCompany>(a, b) <= <dbo:broadcastArea>(a, f) & <dbo:location>(b, f)",7.9979e-05
"<dbo:child>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",8.0294e-05
"<dbo:formerCoach>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",8.1142e-05
"<dbo:designCompany>(a, b) <= <dbo:assembly>(a, f) & <dbo:stateOfOrigin>(b, f)",8.125e-05
"<dbo:partner>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",8.1818e-05
"<dbo:splitFromParty>(a, b) <= <dbo:country>(b, f) & <dbo:headquarter>(a, f)",8.1979e-05
"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:country>(b, f) & <dbo:sourceCountry>(a, f)",8.2062e-05
"<dbo:leader>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",8.2484e-05
"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",8.2792e-05
"<dbo:municipality>(a, b) <= <dbo:daylightSavingTimeZone>(a, f) & <dbo:timeZone>(b, f)",8.3128e-05
"<dbo:island>(a, b) <= <dbo:country>(b, f) & <dbo:location>(a, f)",8.3679e-05
"<dbo:outflow>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",8.3901e-05
"<dbo:foundingPerson>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:isPartOf>(a, f)",8.4159e-05
"<dbo:formerCoach>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",8.466e-05
"<dbo:notableWork>(a, b) <= <dbo:genre>(a, f) & <dbo:genre>(b, f)",8.4782e-05
"<dbo:doctoralStudent>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",8.4807e-05
"<dbo:incumbent>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",8.4818e-05
"<dbo:servingRailwayLine>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",8.5389e-05
"<dbo:localAuthority>(a, b) <= <dbo:country>(a, f) & <dbo:location>(b, f)",8.6041e-05
"<dbo:governor>(a, b) <= <dbo:battle>(a, f) & <dbo:battle>(b, f)",8.7113e-05
"<dbo:influencedBy>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",8.7315e-05
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",8.7864e-05
"<dbo:owningCompany>(a, b) <= <dbo:keyPerson>(a, f) & <dbo:keyPerson>(b, f)",8.8056e-05
"<dbo:nationalAffiliation>(a, b) <= <dbo:country>(b, f) & <dbo:headquarter>(a, f)",9.0874e-05
"<dbo:currentPartner>(a, b) <= <dbo:country>(b, f) & <dbo:residence>(a, f)",9.1013e-05
"<dbo:associate>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",9.1018e-05
"<dbo:subsidiary>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",9.1353e-05
"<dbo:influencedBy>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:nationality>(a, f)",9.1614e-05
"<dbo:parentCompany>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",9.1806e-05
"<dbo:manufacturer>(a, b) <= <dbo:locationCountry>(b, f) & <dbo:origin>(a, f)",9.1912e-05
"<dbo:gameEngine>(a, b) <= <dbo:genre>(a, f) & <dbo:genre>(b, f)",9.242e-05
"<dbo:source>(a, b) <= <dbo:country>(a, f) & <dbo:sourceCountry>(b, f)",9.2689e-05
"<dbo:subsidiary>(a, b) <= <dbo:location>(b, f) & <dbo:locationCountry>(a, f)",9.4655e-05
"<dbo:secondCommander>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",9.5435e-05
"<dbo:associate>(a, b) <= <dbo:occupation>(a, f) & <dbo:occupation>(b, f)",9.5679e-05
"<dbo:influencedBy>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",9.5872e-05
"<dbo:partner>(a, b) <= <dbo:nationality>(b, f) & <dbo:stateOfOrigin>(a, f)",9.6138e-05
"<dbo:broadcastNetwork>(a, b) <= <dbo:broadcastNetwork>(a, f) & <dbo:broadcastNetwork>(b, f)",9.6593e-05
"<dbo:doctoralStudent>(a, b) <= <dbo:citizenship>(a, f) & <dbo:nationality>(b, f)",9.6964e-05
"<dbo:governor>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",9.7253e-05
"<dbo:parentCompany>(a, b) <= <dbo:location>(b, f) & <dbo:regionServed>(a, f)",9.7784e-05
"<dbo:leader>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:jurisdiction>(a, f)",9.908e-05
"<dbo:doctoralStudent>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",9.9407e-05
"<dbo:deputy>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",0.000100521
"<dbo:manufacturer>(a, b) <= <dbo:assembly>(a, f) & <dbo:location>(b, f)",0.000100892
"<dbo:ingredient>(a, b) <= <dbo:origin>(a, f) & <dbo:origin>(b, f)",0.000101092
"<dbo:deputy>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",0.000101541
"<dbo:doctoralStudent>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",0.000102467
"<dbo:highschool>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:location>(b, f)",0.000103445
"<dbo:illustrator>(a, b) <= <dbo:genre>(b, f) & <dbo:literaryGenre>(a, f)",0.000104196
"<dbo:leader>(a, b) <= <dbo:party>(b, f) & <dbo:politicalPartyInLegislature>(a, f)",0.000104579
"<dbo:placeOfBurial>(a, b) <= <dbo:country>(b, f) & <dbo:placeOfBurial>(a, f)",0.00010464
"<dbo:highschool>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:state>(b, f)",0.000105402
"<dbo:militaryUnit>(a, b) <= <dbo:battle>(a, f) & <dbo:battle>(b, f)",0.000105522
"<dbo:sourceRegion>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:state>(a, f)",0.000106001
"<dbo:variantOf>(a, b) <= <dbo:bodyStyle>(a, f) & <dbo:bodyStyle>(b, f)",0.000107512
"<dbo:leader>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:location>(a, f)",0.000108137
"<dbo:parentCompany>(a, b) <= <dbo:foundationPlace>(b, f) & <dbo:location>(a, f)",0.000109843
"<dbo:subsidiary>(a, b) <= <dbo:location>(a, f) & <dbo:regionServed>(b, f)",0.000109992
"<dbo:currentPartner>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",0.000110109
"<dbo:incumbent>(a, b) <= <dbo:profession>(a, f) & <dbo:profession>(b, f)",0.000110394
"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:nationality>(b, f)",0.000110907
"<dbo:governor>(a, b) <= <dbo:profession>(a, f) & <dbo:profession>(b, f)",0.000111224
"<dbo:mayor>(a, b) <= <dbo:country>(a, f) & <dbo:headquarter>(b, f)",0.000111432
"<dbo:source>(a, b) <= <dbo:country>(a, f) & <dbo:locatedInArea>(b, f)",0.000112157
"<dbo:governor>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",0.000112337
"<dbo:significantProject>(a, b) <= <dbo:birthPlace>(a, b)",0.00011392
"<dbo:maintainedBy>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:locatedInArea>(a, f)",0.000114068
"<dbo:associatedAct>(a, b) <= <dbo:genre>(a, f) & <dbo:genre>(b, f)",0.000114237
"<dbo:broadcastNetwork>(a, b) <= <dbo:programmeFormat>(a, f) & <dbo:programmeFormat>(b, f)",0.00011435
"<dbo:child>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",0.000114569
"<dbo:associate>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",0.000115697
"<dbo:vicePresident>(a, b) <= <dbo:occupation>(a, f) & <dbo:occupation>(b, f)",0.000116104
"<dbo:associate>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",0.000116747
"<dbo:highschool>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:isPartOf>(b, f)",0.000116987
"<dbo:associate>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",0.000117206
"<dbo:lowestPlace>(a, b) <= <dbo:location>(b, f) & <dbo:state>(a, f)",0.000119374
"<dbo:incumbent>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000120713
"<dbo:governor>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000121256
"<dbo:incumbent>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000124366
"<dbo:governor>(a, b) <= <dbo:occupation>(a, f) & <dbo:profession>(b, f)",0.000124512
"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",0.000124612
"<dbo:associate>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000125648
"<dbo:primeMinister>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:nationality>(b, f)",0.000126675
"<dbo:languageRegulator>(a, b) <= <dbo:headquarter>(b, f) & <dbo:spokenIn>(a, f)",0.000127618
"<dbo:secretaryGeneral>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000127747
"<dbo:formerPartner>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",0.000131151
"<dbo:associate>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",0.000131203
"<dbo:deputy>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",0.000132011
"<dbo:opponent>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000132278
"<dbo:deputy>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",0.000132284
"<dbo:parentCompany>(a, b) <= <dbo:keyPerson>(a, f) & <dbo:keyPerson>(b, f)",0.000132593
"<dbo:formerPartner>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",0.000132758
"<dbo:doctoralStudent>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000134348
"<dbo:governor>(a, b) <= <dbo:party>(a, f) & <dbo:party>(b, f)",0.00013442
"<dbo:manufacturer>(a, b) <= <dbo:assembly>(a, f) & <dbo:locationCountry>(b, f)",0.00013624
"<dbo:rival>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000137574
"<dbo:firstRace>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:location>(b, f)",0.000137874
"<dbo:languageRegulator>(a, b) <= <dbo:regionServed>(b, f) & <dbo:spokenIn>(a, f)",0.000138648
"<dbo:child>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.00013942
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:nationality>(b, f)",0.00014089
"<dbo:lowestPlace>(a, b) <= <dbo:state>(a, f) & <dbo:state>(b, f)",0.000142839
"<dbo:viceChancellor>(a, b) <= <dbo:citizenship>(b, f) & <dbo:country>(a, f)",0.00014352
"<dbo:child>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000143673
"<dbo:lastRace>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:location>(b, f)",0.000144562
"<dbo:highschool>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:province>(b, f)",0.000144947
"<dbo:designCompany>(a, b) <= <dbo:assembly>(a, f) & <dbo:foundationPlace>(b, f)",0.000145069
"<dbo:employer>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:locationCountry>(b, f)",0.000145134
"<dbo:significantBuilding>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:location>(b, f)",0.000146306
"<dbo:employer>(a, b) <= <dbo:locationCountry>(b, f) & <dbo:residence>(a, f)",0.000146597
"<dbo:opponent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:region>(b, f)",0.000146601
"<dbo:secretaryGeneral>(a, b) <= <dbo:country>(a, f) & <dbo:nationality>(b, f)",0.000146994
"<dbo:commandStructure>(a, b) <= <dbo:battle>(a, f) & <dbo:battle>(b, f)",0.000147231
"<dbo:majorShrine>(a, b) <= <dbo:country>(b, f) & <dbo:deathPlace>(a, f)",0.00014735
"<dbo:deputy>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000148794
"<dbo:alumni>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",0.000150227
"<dbo:mouthMountain>(a, b) <= <dbo:state>(a, f) & <dbo:state>(b, f)",0.00015024
"<dbo:child>(a, b) <= <dbo:nationality>(b, f) & <dbo:stateOfOrigin>(a, f)",0.000151373
"<dbo:alumni>(a, b) <= <dbo:location>(a, f) & <dbo:residence>(b, f)",0.000151492
"<dbo:deputy>(a, b) <= <dbo:profession>(a, f) & <dbo:profession>(b, f)",0.000152743
"<dbo:currentPartner>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",0.000154103
"<dbo:lowestPlace>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:state>(a, f)",0.000155856
"<dbo:placeOfBurial>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:location>(b, f)",0.000156079
"<dbo:parentCompany>(a, b) <= <dbo:location>(a, f) & <dbo:regionServed>(b, f)",0.000157237
"<dbo:notableWork>(a, b) <= <dbo:literaryGenre>(b, f) & <dbo:occupation>(a, f)",0.000157698
"<dbo:subsidiary>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",0.000160221
"<dbo:garrison>(a, b) <= <dbo:garrison>(a, f) & <dbo:location>(b, f)",0.000161039
"<dbo:child>(a, b) <= <dbo:party>(a, f) & <dbo:party>(b, f)",0.000161929
"<dbo:associate>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",0.00016236
"<dbo:influencedBy>(a, b) <= <dbo:occupation>(a, f) & <dbo:occupation>(b, f)",0.000165954
"<dbo:opponent>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000166496
"<dbo:highestMountain>(a, b) <= <dbo:isPartOf>(f, b) & <dbo:location>(a, f)",0.000167701
"<dbo:rival>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",0.00016925
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000169967
"<dbo:affiliation>(a, b) <= <dbo:country>(a, f) & <dbo:headquarter>(b, f)",0.000171104
"<dbo:source>(a, b) <= <dbo:location>(b, f) & <dbo:state>(a, f)",0.000171585
"<dbo:leader>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:headquarter>(a, f)",0.000172363
"<http://www.w3.org/2004/02/skos/core#subject>(a, b) <= <dbo:genre>(a, b)",0.000173657
"<dbo:significantBuilding>(a, b) <= <dbo:birthPlace>(a, b)",0.000174857
"<dbo:jurisdiction>(a, b) <= <dbo:headquarter>(a, f) & <dbo:isPartOf>(b, f)",0.000175101
"<dbo:jurisdiction>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:location>(a, f)",0.000175101
"<dbo:isPartOfWineRegion>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",0.000175998
"<dbo:owningCompany>(a, b) <= <dbo:location>(b, f) & <dbo:locationCity>(a, f)",0.0001777
"<dbo:operatedBy>(a, b) <= <dbo:country>(a, f) & <dbo:regionServed>(b, f)",0.000182859
"<dbo:parentCompany>(a, b) <= <dbo:locationCountry>(a, f) & <dbo:locationCountry>(b, f)",0.000185057
"<dbo:firstLeader>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",0.000185978
"<dbo:subsidiary>(a, b) <= <dbo:keyPerson>(a, f) & <dbo:keyPerson>(b, f)",0.000187725
"<dbo:variantOf>(a, b) <= <dbo:layout>(a, f) & <dbo:layout>(b, f)",0.000190495
"<dbo:operatingSystem>(a, b) <= <dbo:license>(a, f) & <dbo:license>(b, f)",0.000193056
"<dbo:primeMinister>(a, b) <= <dbo:nationality>(a, f) & <dbo:nationality>(b, f)",0.000197726
"<dbo:deputy>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",0.000200922
"<dbo:deputy>(a, b) <= <dbo:country>(b, f) & <dbo:deathPlace>(a, f)",0.000202274
"<dbo:highestPlace>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:region>(a, f)",0.000203083
"<dbo:maintainedBy>(a, b) <= <dbo:locatedInArea>(a, f) & <dbo:location>(b, f)",0.000205547
"<dbo:primeMinister>(a, b) <= <dbo:occupation>(a, f) & <dbo:occupation>(b, f)",0.000205993
"<dbo:parentCompany>(a, b) <= <dbo:location>(b, f) & <dbo:locationCity>(a, f)",0.000206097
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",0.000206847
"<dbo:subsidiary>(a, b) <= <dbo:location>(a, f) & <dbo:locationCity>(b, f)",0.000207158
"<dbo:associate>(a, b) <= <dbo:party>(a, f) & <dbo:party>(b, f)",0.000209117
"<dbo:vicePresident>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:nationality>(b, f)",0.000209462
"<dbo:employer>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:regionServed>(b, f)",0.000214466
"<dbo:derivative>(a, b) <= <dbo:instrument>(a, f) & <dbo:instrument>(b, f)",0.000214498
"<dbo:owningCompany>(a, b) <= <dbo:headquarter>(a, f) & <dbo:location>(b, f)",0.000215153
"<dbo:highschool>(a, b) <= <dbo:birthPlace>(a, e) & <dbo:isPartOf>(e, b)",0.000215841
"<dbo:musicSubgenre>(a, b) <= <dbo:instrument>(a, f) & <dbo:instrument>(b, f)",0.000216129
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:nationality>(a, f)",0.000216156
"<dbo:lowestPlace>(a, b) <= <dbo:country>(a, f) & <dbo:origin>(b, f)",0.000218138
"<dbo:child>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:residence>(b, f)",0.000219125
"<dbo:vicePresident>(a, b) <= <dbo:battle>(a, f) & <dbo:battle>(b, f)",0.000219322
"<dbo:largestCity>(a, b) <= <dbo:country>(b, a)",0.000222805
"<dbo:vicePresident>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000224726
"<dbo:majorShrine>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:capital>(f, b)",0.000227155
"<dbo:rightTributary>(a, b) <= <dbo:country>(b, f) & <dbo:sourceCountry>(a, f)",0.000227578
"<dbo:vicePresident>(a, b) <= <dbo:profession>(a, f) & <dbo:profession>(b, f)",0.000229574
"<dbo:sourcePlace>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:state>(a, f)",0.000229852
"<dbo:localAuthority>(a, b) <= <dbo:city>(a, f) & <dbo:location>(b, f)",0.000230158
"<dbo:doctoralStudent>(a, b) <= <dbo:nationality>(b, f) & <dbo:residence>(a, f)",0.000230535
"<dbo:highestPlace>(a, b) <= <dbo:state>(a, f) & <dbo:state>(b, f)",0.000231148
"<dbo:island>(a, b) <= <dbo:locatedInArea>(b, f) & <dbo:location>(a, f)",0.000234101
"<dbo:owningOrganisation>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",0.000235874
"<dbo:child>(a, b) <= <dbo:stateOfOrigin>(a, f) & <dbo:stateOfOrigin>(b, f)",0.000237189
"<dbo:subsidiary>(a, b) <= <dbo:foundationPlace>(a, f) & <dbo:location>(b, f)",0.000239872
"<dbo:sourcePlace>(a, b) <= <dbo:state>(a, f) & <dbo:state>(b, f)",0.000240011
"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:birthPlace>(b, f)",0.000240783
"<dbo:owningCompany>(a, b) <= <dbo:locationCountry>(a, f) & <dbo:locationCountry>(b, f)",0.000243819
"<dbo:europeanParliamentGroup>(a, b) <= <dbo:ideology>(a, f) & <dbo:ideology>(b, f)",0.000249822
"<dbo:secretaryGeneral>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",0.000250631
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:country>(a, f)",0.000253009
"<dbo:rival>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",0.000253368
"<dbo:billed>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:residence>(a, f)",0.000253797
"<dbo:alliance>(a, b) <= <dbo:headquarter>(a, f) & <dbo:headquarter>(b, f)",0.000254634
"<dbo:parentCompany>(a, b) <= <dbo:locationCountry>(a, f) & <dbo:regionServed>(b, f)",0.00025665
"<dbo:parentCompany>(a, b) <= <dbo:locationCountry>(b, f) & <dbo:regionServed>(a, f)",0.000257043
"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:deathPlace>(a, f)",0.00025824
"<dbo:aircraftBomber>(a, b) <= <dbo:country>(a, f) & <dbo:origin>(b, f)",0.000263132
"<dbo:incumbent>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:residence>(b, f)",0.000266134
"<dbo:primeMinister>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000269544
"<dbo:deputy>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000272142
"<dbo:leader>(a, b) <= <dbo:party>(b, f) & <dbo:politicalPartyOfLeader>(a, f)",0.000272312
"<dbo:rival>(a, b) <= <dbo:gender>(a, f) & <dbo:gender>(b, f)",0.000273868
"<dbo:vicePresident>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000277995
"<dbo:lowestPlace>(a, b) <= <dbo:region>(a, f) & <dbo:region>(b, f)",0.000279345
"<dbo:source>(a, b) <= <dbo:locatedInArea>(b, f) & <dbo:sourceCountry>(a, f)",0.000280509
"<dbo:majorShrine>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:country>(f, b)",0.000280961
"<dbo:owningCompany>(a, b) <= <dbo:broadcastArea>(b, f) & <dbo:locationCountry>(a, f)",0.000280995
"<dbo:garrison>(a, b) <= <dbo:garrison>(a, f) & <dbo:isPartOf>(b, f)",0.000282291
"<dbo:doctoralStudent>(a, b) <= <dbo:deathPlace>(b, f) & <dbo:residence>(a, f)",0.000284452
"<dbo:vicePresident>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",0.000284549
"<dbo:chairperson>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:headquarter>(a, f)",0.000285714
"<dbo:placeOfBurial>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:location>(b, f)",0.000289422
"<dbo:owningCompany>(a, b) <= <dbo:locationCountry>(a, f) & <dbo:regionServed>(b, f)",0.000289812
"<dbo:governor>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000290279
"<dbo:chairperson>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:location>(a, f)",0.00029163
"<dbo:significantProject>(a, b) <= <dbo:deathPlace>(a, b)",0.000293122
"<dbo:gameEngine>(a, b) <= <dbo:publisher>(a, f) & <dbo:publisher>(b, f)",0.000297952
"<dbo:outflow>(a, b) <= <dbo:country>(a, f) & <dbo:sourceCountry>(b, f)",0.00030432
"<dbo:governor>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:region>(a, f)",0.000304598
"<dbo:associate>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000305339
"<dbo:doctoralStudent>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000306664
"<dbo:firstLeader>(a, b) <= <dbo:country>(a, f) & <dbo:nationality>(b, f)",0.00030743
"<dbo:subsidiary>(a, b) <= <dbo:location>(b, f) & <dbo:regionServed>(a, f)",0.000307472
"<dbo:sisterNewspaper>(a, b) <= <dbo:type>(a, f) & <dbo:type>(b, f)",0.000307761
"<dbo:lieutenancyArea>(a, b) <= <dbo:councilArea>(a, f) & <dbo:councilArea>(b, f)",0.000310135
"<dbo:owningCompany>(a, b) <= <dbo:country>(a, f) & <dbo:locationCountry>(b, f)",0.000313772
"<dbo:affiliation>(a, b) <= <dbo:country>(a, f) & <dbo:regionServed>(b, f)",0.000314665
"<dbo:militaryUnit>(a, b) <= <dbo:militaryBranch>(a, f) & <dbo:militaryBranch>(b, f)",0.000315312
"<dbo:owningCompany>(a, b) <= <dbo:broadcastArea>(a, f) & <dbo:locationCountry>(b, f)",0.000318199
"<dbo:administrativeCollectivity>(a, b) <= <dbo:division>(a, f) & <dbo:division>(b, f)",0.000320273
"<dbo:mouthMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:state>(a, f)",0.000322063
"<dbo:chairman>(a, b) <= <dbo:team>(b, a)",0.000323456
"<dbo:primeMinister>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000324025
"<dbo:languageRegulator>(a, b) <= <dbo:language>(b, a)",0.000324945
"<dbo:rival>(a, b) <= <dbo:city>(b, f) & <dbo:location>(a, f)",0.000325011
"<dbo:memberOfParliament>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:location>(a, f)",0.000326113
"<dbo:stylisticOrigin>(a, b) <= <dbo:instrument>(a, f) & <dbo:instrument>(b, f)",0.000328496
"<dbo:island>(a, b) <= <dbo:location>(a, f) & <dbo:location>(b, f)",0.000329357
"<dbo:child>(a, b) <= <dbo:religion>(a, f) & <dbo:religion>(b, f)",0.000330838
"<dbo:schoolPatron>(a, b) <= <dbo:religion>(a, f) & <dbo:veneratedIn>(b, f)",0.000334267
"<dbo:governmentRegion>(a, b) <= <dbo:daylightSavingTimeZone>(a, f) & <dbo:timeZone>(b, f)",0.000337324
"<dbo:associatedAct>(a, b) <= <dbo:birthPlace>(a, f) & <dbo:hometown>(b, f)",0.000342359
"<dbo:capital>(a, b) <= <dbo:country>(b, a)",0.000342971
"<dbo:owningCompany>(a, b) <= <dbo:country>(a, f) & <dbo:regionServed>(b, f)",0.000343387
"<dbo:primeMinister>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:deathPlace>(b, f)",0.000346178
"<dbo:nrhpType>(a, b) <= <dbo:headquarter>(b, f) & <dbo:location>(a, f)",0.000346338
"<dbo:formerPartner>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:residence>(a, f)",0.000353792
"<dbo:source>(a, b) <= <dbo:state>(a, f) & <dbo:state>(b, f)",0.000356638
"<dbo:governmentRegion>(a, b) <= <dbo:timeZone>(a, f) & <dbo:timeZone>(b, f)",0.000366494
"<dbo:source>(a, b) <= <dbo:sourceCountry>(a, f) & <dbo:sourceCountry>(b, f)",0.000368556
"<dbo:sourcePlace>(a, b) <= <dbo:district>(a, f) & <dbo:district>(b, f)",0.000370653
